coreid	scientificNameID	scientificName	taxonRank	parentNameUsageID	scientificNameAuthorship	family	subfamily	tribe	subtribe	genus	subgenus	specificEpithet	infraspecificEpithet	verbatimTaxonRank	nomenclaturalStatus	namePublishedIn	namePublishedInID	acceptedNameUsageID	taxonomicStatus	originalNameUsageID	taxonRemarks	created	modified	references	kingdom	nomenclaturalCode	bibliographicCitation	rightsHolder	license	rights
wfo-0001028131		Solanum glabratum	SPECIES	wfo-4000035688	Dunal	Solanaceae				Solanum 		glabratum		sp.		"""Dunal, Hist. Nat. Solanum 240. 1813, 1813."""	sol-0001028131		accepted					http://solanaceaesource.org/solanaceae/solanum-glabratum	Plantae	ICBN	CC0 1.0 Universal (CC0 1.0). https://creativecommons.org/publicdomain/zero/1.0	World Flora Online Consortium	https://creativecommons.org/publicdomain/zero/1.0	CC0 1.0 Universal (CC0 1.0).
wfo-0001028148		Solanum glaucophyllum	SPECIES	wfo-4000035688	Desf.	Solanaceae				Solanum 		glaucophyllum		sp.		"""Desf., Cat. Pl. Hort. Par. 3: 396. 1829., 1829."""	sol-0001028148		accepted					http://solanaceaesource.org/solanaceae/solanum-glaucophyllum	Plantae	ICBN	CC0 1.0 Universal (CC0 1.0). https://creativecommons.org/publicdomain/zero/1.0	World Flora Online Consortium	https://creativecommons.org/publicdomain/zero/1.0	CC0 1.0 Universal (CC0 1.0).
wfo-0001028161		Solanum gnaphalocarpon	SPECIES	wfo-4000035688	Vell.	Solanaceae				Solanum 		gnaphalocarpon		sp.		"""Vell., Fl. Flumin. 82. 1829; Icones 2, tab. 91. 1831., 1829."""	sol-0001028161		accepted					http://solanaceaesource.org/solanaceae/solanum-gnaphalocarpon	Plantae	ICBN	CC0 1.0 Universal (CC0 1.0). https://creativecommons.org/publicdomain/zero/1.0	World Flora Online Consortium	https://creativecommons.org/publicdomain/zero/1.0	CC0 1.0 Universal (CC0 1.0).
wfo-0001028164		Solanum goetzei	SPECIES	wfo-4000035688	Dammer	Solanaceae				Solanum 		goetzei		sp.		"""Dammer, Bot. Jahrb. Syst. 28: 473. 1900., 1900."""	sol-0001028164		accepted					http://solanaceaesource.org/solanaceae/solanum-goetzei	Plantae	ICBN	CC0 1.0 Universal (CC0 1.0). https://creativecommons.org/publicdomain/zero/1.0	World Flora Online Consortium	https://creativecommons.org/publicdomain/zero/1.0	CC0 1.0 Universal (CC0 1.0).
wfo-0001028180		Solanum goniocaulon	SPECIES	wfo-4000035688	S.Knapp	Solanaceae				Solanum 		goniocaulon		sp.		"""S.Knapp, Novon 2: 343. 1992., 1992."""	sol-0001028180		accepted					http://solanaceaesource.org/solanaceae/solanum-goniocaulon	Plantae	ICBN	CC0 1.0 Universal (CC0 1.0). https://creativecommons.org/publicdomain/zero/1.0	World Flora Online Consortium	https://creativecommons.org/publicdomain/zero/1.0	CC0 1.0 Universal (CC0 1.0).
wfo-0001028182		Solanum gonyrhachis	SPECIES	wfo-4000035688	S.Knapp	Solanaceae				Solanum 		gonyrhachis		sp.		"""S.Knapp, Bull. Brit. Mus. Nat. Hist. (Bot.) 19: 105. 1989., 1989."""	sol-0001028182		accepted					http://solanaceaesource.org/solanaceae/solanum-gonyrhachis	Plantae	ICBN	CC0 1.0 Universal (CC0 1.0). https://creativecommons.org/publicdomain/zero/1.0	World Flora Online Consortium	https://creativecommons.org/publicdomain/zero/1.0	CC0 1.0 Universal (CC0 1.0).
wfo-0001028183		Solanum goodspeedii	SPECIES	wfo-4000035688	K.E.Roe	Solanaceae				Solanum 		goodspeedii		sp.		"""Roe, Brittonia 24: 272. 1972., 1972."""	sol-0001028183		accepted					http://solanaceaesource.org/solanaceae/solanum-goodspeedii	Plantae	ICBN	CC0 1.0 Universal (CC0 1.0). https://creativecommons.org/publicdomain/zero/1.0	World Flora Online Consortium	https://creativecommons.org/publicdomain/zero/1.0	CC0 1.0 Universal (CC0 1.0).
wfo-0001028227		Solanum granuloso-leprosum	SPECIES	wfo-4000035688	Dunal	Solanaceae				Solanum 		granuloso-leprosum		sp.		"""M.  ex Dunal, Dunal, Dunal, S.  ex Dunal, and Dunal, Prodr. [A. P. de Candolle] 13(1): 115. 1852., 1852."""	sol-0001028227		accepted					http://solanaceaesource.org/solanaceae/solanum-granuloso-leprosum	Plantae	ICBN	CC0 1.0 Universal (CC0 1.0). https://creativecommons.org/publicdomain/zero/1.0	World Flora Online Consortium	https://creativecommons.org/publicdomain/zero/1.0	CC0 1.0 Universal (CC0 1.0).
wfo-0001028228		Solanum gratum	SPECIES	wfo-4000035688	Bitter	Solanaceae				Solanum 		gratum		sp.		"""Bitter, Repert. Spec. Nov. Regni Veg. 18: 59. 1922., 1922."""	sol-0001028228		accepted					http://solanaceaesource.org/solanaceae/solanum-gratum	Plantae	ICBN	CC0 1.0 Universal (CC0 1.0). https://creativecommons.org/publicdomain/zero/1.0	World Flora Online Consortium	https://creativecommons.org/publicdomain/zero/1.0	CC0 1.0 Universal (CC0 1.0).
wfo-0001028263		Solanum guerreroense	SPECIES	wfo-4000035688	Correll	Solanaceae				Solanum 		guerreroense		sp.		"""Correll, U.S. Dept. Agric., Agric. Mon. 11: 65, 43, 44. 1952., 1952."""	sol-0001028263		accepted					http://solanaceaesource.org/solanaceae/solanum-guerreroense	Plantae	ICBN	CC0 1.0 Universal (CC0 1.0). https://creativecommons.org/publicdomain/zero/1.0	World Flora Online Consortium	https://creativecommons.org/publicdomain/zero/1.0	CC0 1.0 Universal (CC0 1.0).
wfo-0001028280		Solanum habrocaulon	SPECIES	wfo-4000035688	S.Knapp	Solanaceae				Solanum 		habrocaulon		sp.		"""S.Knapp, Novon 6: 31. 1996., 1996."""	sol-0001028280		accepted					http://solanaceaesource.org/solanaceae/solanum-habrocaulon	Plantae	ICBN	CC0 1.0 Universal (CC0 1.0). https://creativecommons.org/publicdomain/zero/1.0	World Flora Online Consortium	https://creativecommons.org/publicdomain/zero/1.0	CC0 1.0 Universal (CC0 1.0).
wfo-0001028281		Solanum habrochaites	SPECIES	wfo-4000035688	S.Knapp & D.M.Spooner	Solanaceae				Solanum 		habrochaites		sp.		"""S. K. & D.M.Spooner, Novon 9(3): 375. 1999., 1999."""	sol-0001028281		accepted					http://solanaceaesource.org/solanaceae/solanum-habrochaites	Plantae	ICBN	CC0 1.0 Universal (CC0 1.0). https://creativecommons.org/publicdomain/zero/1.0	World Flora Online Consortium	https://creativecommons.org/publicdomain/zero/1.0	CC0 1.0 Universal (CC0 1.0).
wfo-0001028317		Solanum hastifolium	SPECIES	wfo-4000035688	Hochst. ex Dunal	Solanaceae				Solanum 		hastifolium		sp.		"""H.  ex Dunal, Dunal, and Dunal, Prodr. [A. P. de Candolle] 13(1): 284. 1852., 1852."""	sol-0001028317		accepted					http://solanaceaesource.org/solanaceae/solanum-hastifolium	Plantae	ICBN	CC0 1.0 Universal (CC0 1.0). https://creativecommons.org/publicdomain/zero/1.0	World Flora Online Consortium	https://creativecommons.org/publicdomain/zero/1.0	CC0 1.0 Universal (CC0 1.0).
wfo-0001028323		Solanum havanense	SPECIES	wfo-4000035688	Jacq.	Solanaceae				Solanum 		havanense		sp.		"""Jacq., Jacq., Jacq., Jacq., and Jacq., Enum. Syst. Pl. 15. 1760., 1760."""	sol-0001028323		accepted					http://solanaceaesource.org/solanaceae/solanum-havanense	Plantae	ICBN	CC0 1.0 Universal (CC0 1.0). https://creativecommons.org/publicdomain/zero/1.0	World Flora Online Consortium	https://creativecommons.org/publicdomain/zero/1.0	CC0 1.0 Universal (CC0 1.0).
wfo-0001028329		Solanum hazenii	SPECIES	wfo-4000035688	Britton	Solanaceae				Solanum 		hazenii		sp.		"""Britton, Britton, and Britton, Bull. Torrey Bot. Club 48(12): 338. 1921., 1921."""	sol-0001028329		accepted					http://solanaceaesource.org/solanaceae/solanum-hazenii	Plantae	ICBN	CC0 1.0 Universal (CC0 1.0). https://creativecommons.org/publicdomain/zero/1.0	World Flora Online Consortium	https://creativecommons.org/publicdomain/zero/1.0	CC0 1.0 Universal (CC0 1.0).
wfo-0001028337		Solanum heinianum	SPECIES	wfo-4000035688	D'Arcy & R.C.Keating	Solanaceae				Solanum 		heinianum		sp.		"""D. A. & R.C.Keating and D. A. & R.C.Keating, Phytologia 34: 282. 1976., 1976."""	sol-0001028337		accepted					http://solanaceaesource.org/solanaceae/solanum-heinianum	Plantae	ICBN	CC0 1.0 Universal (CC0 1.0). https://creativecommons.org/publicdomain/zero/1.0	World Flora Online Consortium	https://creativecommons.org/publicdomain/zero/1.0	CC0 1.0 Universal (CC0 1.0).
wfo-0001028339		Solanum heleonastes	SPECIES	wfo-4000035688	S.Knapp	Solanaceae				Solanum 		heleonastes		sp.		"""S.Knapp, Ann. Missouri Bot. Gard. 72: 560. 1985., 1985."""	sol-0001028339		accepted					http://solanaceaesource.org/solanaceae/solanum-heleonastes	Plantae	ICBN	CC0 1.0 Universal (CC0 1.0). https://creativecommons.org/publicdomain/zero/1.0	World Flora Online Consortium	https://creativecommons.org/publicdomain/zero/1.0	CC0 1.0 Universal (CC0 1.0).
wfo-0001028351		Solanum herbabona	SPECIES	wfo-4000035688	Reiche	Solanaceae				Solanum 		herbabona		sp.		"""Reiche and (P. ) Witasek, Anales Univ. Chile 124: 443. 1909., 1909."""	sol-0001028351		accepted					http://solanaceaesource.org/solanaceae/solanum-herbabona	Plantae	ICBN	CC0 1.0 Universal (CC0 1.0). https://creativecommons.org/publicdomain/zero/1.0	World Flora Online Consortium	https://creativecommons.org/publicdomain/zero/1.0	CC0 1.0 Universal (CC0 1.0).
wfo-0001028353		Solanum herculeum	SPECIES	wfo-4000035688	Bohs	Solanaceae				Solanum 		herculeum		sp.		"""Bohs, Plant Syst. Evol. 228: 44. 2001., 2001."""	sol-0001028353		accepted					http://solanaceaesource.org/solanaceae/solanum-herculeum	Plantae	ICBN	CC0 1.0 Universal (CC0 1.0). https://creativecommons.org/publicdomain/zero/1.0	World Flora Online Consortium	https://creativecommons.org/publicdomain/zero/1.0	CC0 1.0 Universal (CC0 1.0).
wfo-0001028390		Solanum hibernum	SPECIES	wfo-4000035688	Bohs	Solanaceae				Solanum 		hibernum		sp.		"""Bohs, Novon 4: 203. 1994., 1994."""	sol-0001028390		accepted					http://solanaceaesource.org/solanaceae/solanum-hibernum	Plantae	ICBN	CC0 1.0 Universal (CC0 1.0). https://creativecommons.org/publicdomain/zero/1.0	World Flora Online Consortium	https://creativecommons.org/publicdomain/zero/1.0	CC0 1.0 Universal (CC0 1.0).
wfo-0001028405		Solanum hintonii	SPECIES	wfo-4000035688	Correll	Solanaceae				Solanum 		hintonii		sp.		"""Correll, Wrightia 2: 139. 1961., 1961."""	sol-0001028405		accepted					http://solanaceaesource.org/solanaceae/solanum-hintonii	Plantae	ICBN	CC0 1.0 Universal (CC0 1.0). https://creativecommons.org/publicdomain/zero/1.0	World Flora Online Consortium	https://creativecommons.org/publicdomain/zero/1.0	CC0 1.0 Universal (CC0 1.0).
wfo-0001028429		Solanum hjertingii	SPECIES	wfo-4000035688	Hawkes	Solanaceae				Solanum 		hjertingii		sp.		"""Hawkes and Hawkes, Record Scott. Pl. Breed. Sta. 2, 1963: 123, 171. 1963., 1963."""	sol-0001028429		accepted					http://solanaceaesource.org/solanaceae/solanum-hjertingii	Plantae	ICBN	CC0 1.0 Universal (CC0 1.0). https://creativecommons.org/publicdomain/zero/1.0	World Flora Online Consortium	https://creativecommons.org/publicdomain/zero/1.0	CC0 1.0 Universal (CC0 1.0).
wfo-0001028436		Solanum hoffmanseggii	SPECIES	wfo-4000035688	Sendtn.	Solanaceae				Solanum 		hoffmanseggii		sp.		"""Sendtn., in Mart. Fl. Bras. 10: 112. 1846., 1846."""	sol-0001028436		accepted					http://solanaceaesource.org/solanaceae/solanum-hoffmanseggii	Plantae	ICBN	CC0 1.0 Universal (CC0 1.0). https://creativecommons.org/publicdomain/zero/1.0	World Flora Online Consortium	https://creativecommons.org/publicdomain/zero/1.0	CC0 1.0 Universal (CC0 1.0).
wfo-0001028465		Solanum hougasii	SPECIES	wfo-4000035688	Correll	Solanaceae				Solanum 		hougasii		sp.		"""Correll and Correll, Madro?o 14: 236. 1958., 1958."""	sol-0001028465		accepted					http://solanaceaesource.org/solanaceae/solanum-hougasii	Plantae	ICBN	CC0 1.0 Universal (CC0 1.0). https://creativecommons.org/publicdomain/zero/1.0	World Flora Online Consortium	https://creativecommons.org/publicdomain/zero/1.0	CC0 1.0 Universal (CC0 1.0).
wfo-0001028468		Solanum hovei	SPECIES	wfo-4000035688	Dunal	Solanaceae				Solanum 		hovei		sp.		"""Dunal, Dunal, Dunal, Dunal, and Dunal, Prodr. [A. P. de Candolle] 13(1): 311. 1852., 1852."""	sol-0001028468		accepted					http://solanaceaesource.org/solanaceae/solanum-hovei	Plantae	ICBN	CC0 1.0 Universal (CC0 1.0). https://creativecommons.org/publicdomain/zero/1.0	World Flora Online Consortium	https://creativecommons.org/publicdomain/zero/1.0	CC0 1.0 Universal (CC0 1.0).
wfo-0001028470		Solanum huancabambense	SPECIES	wfo-4000035688	Ochoa	Solanaceae				Solanum 		huancabambense		sp.		"""Ochoa, Agronom?a (Lima) 26(2): 109. 1959., 1959."""	sol-0001028470		accepted					http://solanaceaesource.org/solanaceae/solanum-huancabambense	Plantae	ICBN	CC0 1.0 Universal (CC0 1.0). https://creativecommons.org/publicdomain/zero/1.0	World Flora Online Consortium	https://creativecommons.org/publicdomain/zero/1.0	CC0 1.0 Universal (CC0 1.0).
wfo-0001028476		Solanum huaylasense	SPECIES	wfo-4000035688	Peralta	Solanaceae				Solanum 		huaylasense		sp.		"""Peralta, Syst. Bot. 30: 429. 2005., 2005."""	sol-0001028476		accepted					http://solanaceaesource.org/solanaceae/solanum-huaylasense	Plantae	ICBN	CC0 1.0 Universal (CC0 1.0). https://creativecommons.org/publicdomain/zero/1.0	World Flora Online Consortium	https://creativecommons.org/publicdomain/zero/1.0	CC0 1.0 Universal (CC0 1.0).
wfo-0001028481		Solanum humblotii	SPECIES	wfo-4000035688	Dammer	Solanaceae				Solanum 		humblotii		sp.		"""Dammer and Dammer, Bot. Jahrb. Syst. 38: 184. 1906., 1906."""	sol-0001028481		accepted					http://solanaceaesource.org/solanaceae/solanum-humblotii	Plantae	ICBN	CC0 1.0 Universal (CC0 1.0). https://creativecommons.org/publicdomain/zero/1.0	World Flora Online Consortium	https://creativecommons.org/publicdomain/zero/1.0	CC0 1.0 Universal (CC0 1.0).
wfo-0001028482		Solanum humboldtianum	SPECIES	wfo-4000035688	Granados-Tochoy & S.Knapp	Solanaceae				Solanum 		humboldtianum		sp.		"""G. - T. & S.Knapp, Syst. Bot. 32(1): 202. 2007., 2007."""	sol-0001028482		accepted					http://solanaceaesource.org/solanaceae/solanum-humboldtianum	Plantae	ICBN	CC0 1.0 Universal (CC0 1.0). https://creativecommons.org/publicdomain/zero/1.0	World Flora Online Consortium	https://creativecommons.org/publicdomain/zero/1.0	CC0 1.0 Universal (CC0 1.0).
wfo-0001028487		Solanum humectophilum	SPECIES	wfo-4000035688	Ochoa	Solanaceae				Solanum 		humectophilum		sp.		"""Ochoa, Darwiniana 15: 550. 1969., 1969."""	sol-0001028487		accepted					http://solanaceaesource.org/solanaceae/solanum-humectophilum	Plantae	ICBN	CC0 1.0 Universal (CC0 1.0). https://creativecommons.org/publicdomain/zero/1.0	World Flora Online Consortium	https://creativecommons.org/publicdomain/zero/1.0	CC0 1.0 Universal (CC0 1.0).
wfo-0001028489		Solanum humile	SPECIES	wfo-4000035688	Lam.	Solanaceae				Solanum 		humile		sp.		"""Lam., Lam., and Lam., Tabl. Encycl. 2: 23. 1794., 1794."""	sol-0001028489		accepted					http://solanaceaesource.org/solanaceae/solanum-humile	Plantae	ICBN	CC0 1.0 Universal (CC0 1.0). https://creativecommons.org/publicdomain/zero/1.0	World Flora Online Consortium	https://creativecommons.org/publicdomain/zero/1.0	CC0 1.0 Universal (CC0 1.0).
wfo-0001028492		Solanum hutchisonii	SPECIES	wfo-4000035688	(J.F.Macbr.) Bohs	Solanaceae				Solanum 		hutchisonii		sp.		"""(J. F. M. ) Bohs, Syst. Bot. Monogr. 61: 55. 2001., 2001."""	sol-0001028492		accepted					http://solanaceaesource.org/solanaceae/solanum-hutchisonii	Plantae	ICBN	CC0 1.0 Universal (CC0 1.0). https://creativecommons.org/publicdomain/zero/1.0	World Flora Online Consortium	https://creativecommons.org/publicdomain/zero/1.0	CC0 1.0 Universal (CC0 1.0).
wfo-0001028501		Solanum hypacrarthrum	SPECIES	wfo-4000035688	Bitter	Solanaceae				Solanum 		hypacrarthrum		sp.		"""Bitter, Repert. Spec. Nov. Regni Veg. 11: 367. 1912., 1912."""	sol-0001028501		accepted					http://solanaceaesource.org/solanaceae/solanum-hypacrarthrum	Plantae	ICBN	CC0 1.0 Universal (CC0 1.0). https://creativecommons.org/publicdomain/zero/1.0	World Flora Online Consortium	https://creativecommons.org/publicdomain/zero/1.0	CC0 1.0 Universal (CC0 1.0).
wfo-0001028502		Solanum hypaleurotrichum	SPECIES	wfo-4000035688	Bitter	Solanaceae				Solanum 		hypaleurotrichum		sp.		"""Bitter, Repert. Spec. Nov. Regni Veg. 16: 100. 1919., 1919."""	sol-0001028502		accepted					http://solanaceaesource.org/solanaceae/solanum-hypaleurotrichum	Plantae	ICBN	CC0 1.0 Universal (CC0 1.0). https://creativecommons.org/publicdomain/zero/1.0	World Flora Online Consortium	https://creativecommons.org/publicdomain/zero/1.0	CC0 1.0 Universal (CC0 1.0).
wfo-0001028505		Solanum hypocalycosarcum	SPECIES	wfo-4000035688	Bitter	Solanaceae				Solanum 		hypocalycosarcum		sp.		"""Bitter, Repert. Spec. Nov. Regni Veg. 11: 489. 1913 [1912?]., 1913."""	sol-0001028505		accepted					http://solanaceaesource.org/solanaceae/solanum-hypocalycosarcum	Plantae	ICBN	CC0 1.0 Universal (CC0 1.0). https://creativecommons.org/publicdomain/zero/1.0	World Flora Online Consortium	https://creativecommons.org/publicdomain/zero/1.0	CC0 1.0 Universal (CC0 1.0).
wfo-0001028524		Solanum iltisii	SPECIES	wfo-4000035688	K.E.Roe	Solanaceae				Solanum 		iltisii		sp.		"""Roe, Brittonia 24(3): 256. 1972., 1972."""	sol-0001028524		accepted					http://solanaceaesource.org/solanaceae/solanum-iltisii	Plantae	ICBN	CC0 1.0 Universal (CC0 1.0). https://creativecommons.org/publicdomain/zero/1.0	World Flora Online Consortium	https://creativecommons.org/publicdomain/zero/1.0	CC0 1.0 Universal (CC0 1.0).
wfo-0001028525		Solanum imamense	SPECIES	wfo-4000035688	Dunal	Solanaceae				Solanum 		imamense		sp.		"""Dunal, Dunal, Dunal, Dunal, B.  ex Dunal, and B.  ex Dunal, Prodr. [A. P. de Candolle] 13(1): 85. 1852., 1852."""	sol-0001028525		accepted					http://solanaceaesource.org/solanaceae/solanum-imamense	Plantae	ICBN	CC0 1.0 Universal (CC0 1.0). https://creativecommons.org/publicdomain/zero/1.0	World Flora Online Consortium	https://creativecommons.org/publicdomain/zero/1.0	CC0 1.0 Universal (CC0 1.0).
wfo-0001028528		Solanum imbaburense	SPECIES	wfo-4000035688	S.Knapp	Solanaceae				Solanum 		imbaburense		sp.		"""S.Knapp, Bull. Brit. Mus. Nat. Hist. (Bot.) 19: 94. 1989., 1989."""	sol-0001028528		accepted					http://solanaceaesource.org/solanaceae/solanum-imbaburense	Plantae	ICBN	CC0 1.0 Universal (CC0 1.0). https://creativecommons.org/publicdomain/zero/1.0	World Flora Online Consortium	https://creativecommons.org/publicdomain/zero/1.0	CC0 1.0 Universal (CC0 1.0).
wfo-0001028529		Solanum imberbe	SPECIES	wfo-4000035688	Bitter	Solanaceae				Solanum 		imberbe		sp.		"""Bitter and Bitter, Repert. Spec. Nov. Regni Veg. 18: 62. 1922., 1922."""	sol-0001028529		accepted					http://solanaceaesource.org/solanaceae/solanum-imberbe	Plantae	ICBN	CC0 1.0 Universal (CC0 1.0). https://creativecommons.org/publicdomain/zero/1.0	World Flora Online Consortium	https://creativecommons.org/publicdomain/zero/1.0	CC0 1.0 Universal (CC0 1.0).
wfo-0001028532		Solanum immite	SPECIES	wfo-4000035688	Dunal	Solanaceae				Solanum 		immite		sp.		"""Dunal, A.  ex Dunal, and Dunal, Prodr. [A. P. de Candolle] 13(1): 32. 1852., 1852."""	sol-0001028532		accepted					http://solanaceaesource.org/solanaceae/solanum-immite	Plantae	ICBN	CC0 1.0 Universal (CC0 1.0). https://creativecommons.org/publicdomain/zero/1.0	World Flora Online Consortium	https://creativecommons.org/publicdomain/zero/1.0	CC0 1.0 Universal (CC0 1.0).
wfo-0001028547		Solanum inaequiradians	SPECIES	wfo-4000035688	Werderm.	Solanaceae				Solanum 		inaequiradians		sp.		"""Werderm., Notizbl. Bot. Gart. Berlin-Dahlem 12: 90. 1934., 1934."""	sol-0001028547		accepted					http://solanaceaesource.org/solanaceae/solanum-inaequiradians	Plantae	ICBN	CC0 1.0 Universal (CC0 1.0). https://creativecommons.org/publicdomain/zero/1.0	World Flora Online Consortium	https://creativecommons.org/publicdomain/zero/1.0	CC0 1.0 Universal (CC0 1.0).
wfo-0001028587		Solanum incomptum	SPECIES	wfo-4000035688	Bitter	Solanaceae				Solanum 		incomptum		sp.		"""Bitter, Repert. Spec. Nov. Regni Veg. 18: 60. 1922., 1922."""	sol-0001028587		accepted					http://solanaceaesource.org/solanaceae/solanum-incomptum	Plantae	ICBN	CC0 1.0 Universal (CC0 1.0). https://creativecommons.org/publicdomain/zero/1.0	World Flora Online Consortium	https://creativecommons.org/publicdomain/zero/1.0	CC0 1.0 Universal (CC0 1.0).
wfo-0001028594		Solanum incurvum	SPECIES	wfo-4000035688	Ruiz & Pav.	Solanaceae				Solanum 		incurvum		sp.		"""R. & Pav., Fl. Peruv. [Ruiz & Pavon] 2: 34, tab. 164, fig. b. 1799., 1799."""	sol-0001028594		accepted					http://solanaceaesource.org/solanaceae/solanum-incurvum	Plantae	ICBN	CC0 1.0 Universal (CC0 1.0). https://creativecommons.org/publicdomain/zero/1.0	World Flora Online Consortium	https://creativecommons.org/publicdomain/zero/1.0	CC0 1.0 Universal (CC0 1.0).
wfo-0001028660		Solanum infundibuliforme	SPECIES	wfo-4000035688	Phil.	Solanaceae				Solanum 		infundibuliforme		sp.		"""Phil., Phil., and Phil., Anales Mus. Nac. Chile, Segunda Secc., Bot. 1891: 65. 1891., 1891."""	sol-0001028660		accepted					http://solanaceaesource.org/solanaceae/solanum-infundibuliforme	Plantae	ICBN	CC0 1.0 Universal (CC0 1.0). https://creativecommons.org/publicdomain/zero/1.0	World Flora Online Consortium	https://creativecommons.org/publicdomain/zero/1.0	CC0 1.0 Universal (CC0 1.0).
