coreid	scientificNameID	scientificName	taxonRank	parentNameUsageID	scientificNameAuthorship	family	subfamily	tribe	subtribe	genus	subgenus	specificEpithet	infraspecificEpithet	verbatimTaxonRank	nomenclaturalStatus	namePublishedIn	namePublishedInID	acceptedNameUsageID	taxonomicStatus	originalNameUsageID	taxonRemarks	created	modified	references	kingdom	nomenclaturalCode	bibliographicCitation	rightsHolder	license	rights
wfo-0001030624		Solanum pseudoquina	SPECIES	wfo-4000035688	A.St.-Hil.	Solanaceae				Solanum 		pseudoquina		sp.		"""A.St.-Hil., Pl. Us. Bres. part 5, tab. 21. 1825., 1825."""	sol-0001030624		accepted					http://solanaceaesource.org/solanaceae/solanum-pseudoquina	Plantae	ICBN	CC0 1.0 Universal (CC0 1.0). https://creativecommons.org/publicdomain/zero/1.0	World Flora Online Consortium	https://creativecommons.org/publicdomain/zero/1.0	CC0 1.0 Universal (CC0 1.0).
wfo-0001030638		Solanum psychotrioides	SPECIES	wfo-4000035688	Dunal	Solanaceae				Solanum 		psychotrioides		sp.		"""Dunal, Dunal, and Dunal, Solan. Syn. 21. 1816., 1816."""	sol-0001030638		accepted					http://solanaceaesource.org/solanaceae/solanum-psychotrioides	Plantae	ICBN	CC0 1.0 Universal (CC0 1.0). https://creativecommons.org/publicdomain/zero/1.0	World Flora Online Consortium	https://creativecommons.org/publicdomain/zero/1.0	CC0 1.0 Universal (CC0 1.0).
wfo-0001030661		Solanum pubigerum	SPECIES	wfo-4000035688	Dunal	Solanaceae				Solanum 		pubigerum		sp.		"""Dunal, Hist. Nat. Solanum 160, tab. 6. 1813., 1813."""	sol-0001030661		accepted					http://solanaceaesource.org/solanaceae/solanum-pubigerum	Plantae	ICBN	CC0 1.0 Universal (CC0 1.0). https://creativecommons.org/publicdomain/zero/1.0	World Flora Online Consortium	https://creativecommons.org/publicdomain/zero/1.0	CC0 1.0 Universal (CC0 1.0).
wfo-0001030676		Solanum pulverulentifolium	SPECIES	wfo-4000035688	K.E.Roe	Solanaceae				Solanum 		pulverulentifolium		sp.		"""Roe, Brittonia 19: 365. 1967., 1967."""	sol-0001030676		accepted					http://solanaceaesource.org/solanaceae/solanum-pulverulentifolium	Plantae	ICBN	CC0 1.0 Universal (CC0 1.0). https://creativecommons.org/publicdomain/zero/1.0	World Flora Online Consortium	https://creativecommons.org/publicdomain/zero/1.0	CC0 1.0 Universal (CC0 1.0).
wfo-0001030686		Solanum punctulatum	SPECIES	wfo-4000035688	Dunal	Solanaceae				Solanum 		punctulatum		sp.		"""Dunal and Dunal, Prodr. [A. P. de Candolle] 13(1): 122. 1852., 1852."""	sol-0001030686		accepted					http://solanaceaesource.org/solanaceae/solanum-punctulatum	Plantae	ICBN	CC0 1.0 Universal (CC0 1.0). https://creativecommons.org/publicdomain/zero/1.0	World Flora Online Consortium	https://creativecommons.org/publicdomain/zero/1.0	CC0 1.0 Universal (CC0 1.0).
wfo-0001030709		Solanum pyracanthos	SPECIES	wfo-4000035688	Lam.	Solanaceae				Solanum 		pyracanthos		sp.		"""H. P.  ex Lam., Lam., Lam., and Lam., Tabl. Encycl. 2: 21. 1794., 1794."""	sol-0001030709		accepted					http://solanaceaesource.org/solanaceae/solanum-pyracanthos	Plantae	ICBN	CC0 1.0 Universal (CC0 1.0). https://creativecommons.org/publicdomain/zero/1.0	World Flora Online Consortium	https://creativecommons.org/publicdomain/zero/1.0	CC0 1.0 Universal (CC0 1.0).
wfo-0001030714		Solanum pyrifolium	SPECIES	wfo-4000035688	Lam.	Solanaceae				Solanum 		pyrifolium		sp.		"""Lam., Tabl. Encycl. 2: 19. 1794., 1794."""	sol-0001030714		accepted					http://solanaceaesource.org/solanaceae/solanum-pyrifolium	Plantae	ICBN	CC0 1.0 Universal (CC0 1.0). https://creativecommons.org/publicdomain/zero/1.0	World Flora Online Consortium	https://creativecommons.org/publicdomain/zero/1.0	CC0 1.0 Universal (CC0 1.0).
wfo-0001030733		Solanum quebradense	SPECIES	wfo-4000035688	S.Knapp	Solanaceae				Solanum 		quebradense		sp.		"""S.Knapp, Novon 6: 29. 1996., 1996."""	sol-0001030733		accepted					http://solanaceaesource.org/solanaceae/solanum-quebradense	Plantae	ICBN	CC0 1.0 Universal (CC0 1.0). https://creativecommons.org/publicdomain/zero/1.0	World Flora Online Consortium	https://creativecommons.org/publicdomain/zero/1.0	CC0 1.0 Universal (CC0 1.0).
wfo-0001030772		Solanum ramonense	SPECIES	wfo-4000035688	C.V.Morton & Standl.	Solanaceae				Solanum 		ramonense		sp.		"""C. V. M. & Standl., Publ. Field Mus. Nat. Hist., Bot. Ser. 18: 1090. 1938., 1938."""	sol-0001030772		accepted					http://solanaceaesource.org/solanaceae/solanum-ramonense	Plantae	ICBN	CC0 1.0 Universal (CC0 1.0). https://creativecommons.org/publicdomain/zero/1.0	World Flora Online Consortium	https://creativecommons.org/publicdomain/zero/1.0	CC0 1.0 Universal (CC0 1.0).
wfo-0001030781		Solanum raphanifolium	SPECIES	wfo-4000035688	C?rdenas & Hawkes	Solanaceae				Solanum 		raphanifolium		sp.		"""C. & Hawkes, J. Linn. Soc., Bot. 53: 94. 1946., 1946."""	sol-0001030781		accepted					http://solanaceaesource.org/solanaceae/solanum-raphanifolium	Plantae	ICBN	CC0 1.0 Universal (CC0 1.0). https://creativecommons.org/publicdomain/zero/1.0	World Flora Online Consortium	https://creativecommons.org/publicdomain/zero/1.0	CC0 1.0 Universal (CC0 1.0).
wfo-0001030782		Solanum raquialatum	SPECIES	wfo-4000035688	Ochoa	Solanaceae				Solanum 		raquialatum		sp.		"""Ochoa, Agronom?a (Lima) 19(79-80): 172. 1954., 1954."""	sol-0001030782		accepted					http://solanaceaesource.org/solanaceae/solanum-raquialatum	Plantae	ICBN	CC0 1.0 Universal (CC0 1.0). https://creativecommons.org/publicdomain/zero/1.0	World Flora Online Consortium	https://creativecommons.org/publicdomain/zero/1.0	CC0 1.0 Universal (CC0 1.0).
wfo-0001030802		Solanum refractifolium	SPECIES	wfo-4000035688	Sendtn.	Solanaceae				Solanum 		refractifolium		sp.		"""Sendtn., Sendtn., and Sendtn., Fl. Bras. (Martius) 10: 31. 1846., 1846."""	sol-0001030802		accepted					http://solanaceaesource.org/solanaceae/solanum-refractifolium	Plantae	ICBN	CC0 1.0 Universal (CC0 1.0). https://creativecommons.org/publicdomain/zero/1.0	World Flora Online Consortium	https://creativecommons.org/publicdomain/zero/1.0	CC0 1.0 Universal (CC0 1.0).
wfo-0001030809		Solanum reitzii	SPECIES	wfo-4000035688	L.B.Sm. & Downs	Solanaceae				Solanum 		reitzii		sp.		"""S. & Downs, L. B. S. & Downs, and L. B. S. & Downs, Phytologia 10: 426. 1964., 1964."""	sol-0001030809		accepted					http://solanaceaesource.org/solanaceae/solanum-reitzii	Plantae	ICBN	CC0 1.0 Universal (CC0 1.0). https://creativecommons.org/publicdomain/zero/1.0	World Flora Online Consortium	https://creativecommons.org/publicdomain/zero/1.0	CC0 1.0 Universal (CC0 1.0).
wfo-0001030810		Solanum remyanum	SPECIES	wfo-4000035688	Phil.	Solanaceae				Solanum 		remyanum		sp.		"""Phil., Anales Univ. Chile 91: 17. 1895., 1895."""	sol-0001030810		accepted					http://solanaceaesource.org/solanaceae/solanum-remyanum	Plantae	ICBN	CC0 1.0 Universal (CC0 1.0). https://creativecommons.org/publicdomain/zero/1.0	World Flora Online Consortium	https://creativecommons.org/publicdomain/zero/1.0	CC0 1.0 Universal (CC0 1.0).
wfo-0001030822		Solanum restingae	SPECIES	wfo-4000035688	S.Knapp	Solanaceae				Solanum 		restingae		sp.		"""S.Knapp and S.Knapp, Bull. Brit. Mus. Nat. Hist. (Bot.) 19: 109. 1989., 1989."""	sol-0001030822		accepted					http://solanaceaesource.org/solanaceae/solanum-restingae	Plantae	ICBN	CC0 1.0 Universal (CC0 1.0). https://creativecommons.org/publicdomain/zero/1.0	World Flora Online Consortium	https://creativecommons.org/publicdomain/zero/1.0	CC0 1.0 Universal (CC0 1.0).
wfo-0001030871		Solanum riparium	SPECIES	wfo-4000035688	Pers.	Solanaceae				Solanum 		riparium		sp.		"""Pers., Syn. Pl. (Persoon) 1: 221. 1805., 1805."""	sol-0001030871		accepted					http://solanaceaesource.org/solanaceae/solanum-riparium	Plantae	ICBN	CC0 1.0 Universal (CC0 1.0). https://creativecommons.org/publicdomain/zero/1.0	World Flora Online Consortium	https://creativecommons.org/publicdomain/zero/1.0	CC0 1.0 Universal (CC0 1.0).
wfo-0001030872		Solanum ripense	SPECIES	wfo-4000035688	Dunal	Solanaceae				Solanum 		ripense		sp.		"""Dunal, Dunal, and A.DC., Prodr. [A. P. de Candolle] 13(1): 680. 1852., 1852."""	sol-0001030872		accepted					http://solanaceaesource.org/solanaceae/solanum-ripense	Plantae	ICBN	CC0 1.0 Universal (CC0 1.0). https://creativecommons.org/publicdomain/zero/1.0	World Flora Online Consortium	https://creativecommons.org/publicdomain/zero/1.0	CC0 1.0 Universal (CC0 1.0).
wfo-0001030882		Solanum roblense	SPECIES	wfo-4000035688	Bitter	Solanaceae				Solanum 		roblense		sp.		"""Bitter and Bitter, Repert. Spec. Nov. Regni Veg. 18: 62. 1922., 1922."""	sol-0001030882		accepted					http://solanaceaesource.org/solanaceae/solanum-roblense	Plantae	ICBN	CC0 1.0 Universal (CC0 1.0). https://creativecommons.org/publicdomain/zero/1.0	World Flora Online Consortium	https://creativecommons.org/publicdomain/zero/1.0	CC0 1.0 Universal (CC0 1.0).
wfo-0001030883		Solanum robustifrons	SPECIES	wfo-4000035688	Bitter	Solanaceae				Solanum 		robustifrons		sp.		"""Bitter, Repert. Spec. Nov. Regni Veg. 11: 473. 1912., 1912."""	sol-0001030883		accepted					http://solanaceaesource.org/solanaceae/solanum-robustifrons	Plantae	ICBN	CC0 1.0 Universal (CC0 1.0). https://creativecommons.org/publicdomain/zero/1.0	World Flora Online Consortium	https://creativecommons.org/publicdomain/zero/1.0	CC0 1.0 Universal (CC0 1.0).
wfo-0001030884		Solanum robustum	SPECIES	wfo-4000035688	H.L.Wendl.	Solanaceae				Solanum 		robustum		sp.		"""H.L.Wendl., Flora 27: 784. 1844., 1844."""	sol-0001030884		accepted					http://solanaceaesource.org/solanaceae/solanum-robustum	Plantae	ICBN	CC0 1.0 Universal (CC0 1.0). https://creativecommons.org/publicdomain/zero/1.0	World Flora Online Consortium	https://creativecommons.org/publicdomain/zero/1.0	CC0 1.0 Universal (CC0 1.0).
wfo-0001030899		Solanum rojasianum	SPECIES	wfo-4000035688	(Standl. & Steyerm.) Bohs	Solanaceae				Solanum 		rojasianum		sp.		"""Bohs et al., Taxon 44: 586. 1995., 1995."""	sol-0001030899		accepted					http://solanaceaesource.org/solanaceae/solanum-rojasianum	Plantae	ICBN	CC0 1.0 Universal (CC0 1.0). https://creativecommons.org/publicdomain/zero/1.0	World Flora Online Consortium	https://creativecommons.org/publicdomain/zero/1.0	CC0 1.0 Universal (CC0 1.0).
wfo-0001030902		Solanum roseum	SPECIES	wfo-4000035688	Bohs	Solanaceae				Solanum 		roseum		sp.		"""(S. ) Bohs et al., Taxon 44: 584. 1995., 1995."""	sol-0001030902		accepted					http://solanaceaesource.org/solanaceae/solanum-roseum	Plantae	ICBN	CC0 1.0 Universal (CC0 1.0). https://creativecommons.org/publicdomain/zero/1.0	World Flora Online Consortium	https://creativecommons.org/publicdomain/zero/1.0	CC0 1.0 Universal (CC0 1.0).
wfo-0001030914		Solanum rovirosanum	SPECIES	wfo-4000035688	Donn.Sm.	Solanaceae				Solanum 		rovirosanum		sp.		"""Donn.Sm., Bot. Gaz. 48: 297. 1909., 1909."""	sol-0001030914		accepted					http://solanaceaesource.org/solanaceae/solanum-rovirosanum	Plantae	ICBN	CC0 1.0 Universal (CC0 1.0). https://creativecommons.org/publicdomain/zero/1.0	World Flora Online Consortium	https://creativecommons.org/publicdomain/zero/1.0	CC0 1.0 Universal (CC0 1.0).
wfo-0001030918		Solanum rubetorum	SPECIES	wfo-4000035688	Dunal	Solanaceae				Solanum 		rubetorum		sp.		"""Dunal and Dunal, Prodr. [A. P. de Candolle] 13(1): 304. 1852., 1852."""	sol-0001030918		accepted					http://solanaceaesource.org/solanaceae/solanum-rubetorum	Plantae	ICBN	CC0 1.0 Universal (CC0 1.0). https://creativecommons.org/publicdomain/zero/1.0	World Flora Online Consortium	https://creativecommons.org/publicdomain/zero/1.0	CC0 1.0 Universal (CC0 1.0).
wfo-0001030943		Solanum ruizii	SPECIES	wfo-4000035688	S.Knapp	Solanaceae				Solanum 		ruizii		sp.		"""S.Knapp, Bull. Brit. Mus. Nat. Hist. (Bot.) 19: 91. 1989., 1989."""	sol-0001030943		accepted					http://solanaceaesource.org/solanaceae/solanum-ruizii	Plantae	ICBN	CC0 1.0 Universal (CC0 1.0). https://creativecommons.org/publicdomain/zero/1.0	World Flora Online Consortium	https://creativecommons.org/publicdomain/zero/1.0	CC0 1.0 Universal (CC0 1.0).
wfo-0001030959		Solanum ruvu	SPECIES	wfo-4000035688	Voronts.	Solanaceae				Solanum 		ruvu		sp.		"""Voronts., J. E. Afr. Nat. Hist. 99: 230. (2010) 2011., 2011."""	sol-0001030959		accepted					http://solanaceaesource.org/solanaceae/solanum-ruvu	Plantae	ICBN	CC0 1.0 Universal (CC0 1.0). https://creativecommons.org/publicdomain/zero/1.0	World Flora Online Consortium	https://creativecommons.org/publicdomain/zero/1.0	CC0 1.0 Universal (CC0 1.0).
wfo-0001030982		Solanum sagittantherum	SPECIES	wfo-4000035688	Granados-Tochoy & C.I. Orozco	Solanaceae				Solanum 		sagittantherum		sp.		"""G. - T. & C. I.  Orozco, Caldasia 28(1): 2. 2006., 2006."""	sol-0001030982		accepted					http://solanaceaesource.org/solanaceae/solanum-sagittantherum	Plantae	ICBN	CC0 1.0 Universal (CC0 1.0). https://creativecommons.org/publicdomain/zero/1.0	World Flora Online Consortium	https://creativecommons.org/publicdomain/zero/1.0	CC0 1.0 Universal (CC0 1.0).
wfo-0001030989		Solanum salasianum	SPECIES	wfo-4000035688	Ochoa	Solanaceae				Solanum 		salasianum		sp.		"""Ochoa, Amer. Potato J. 66: 235. 1989., 1989."""	sol-0001030989		accepted					http://solanaceaesource.org/solanaceae/solanum-salasianum	Plantae	ICBN	CC0 1.0 Universal (CC0 1.0). https://creativecommons.org/publicdomain/zero/1.0	World Flora Online Consortium	https://creativecommons.org/publicdomain/zero/1.0	CC0 1.0 Universal (CC0 1.0).
wfo-0001030991		Solanum salicifolium	SPECIES	wfo-4000035688	Phil.	Solanaceae				Solanum 		salicifolium		sp.		"""Phil. and Phil., Anales Univ. Chile 36: 195. 1870., 1870."""	sol-0001030991		accepted					http://solanaceaesource.org/solanaceae/solanum-salicifolium	Plantae	ICBN	CC0 1.0 Universal (CC0 1.0). https://creativecommons.org/publicdomain/zero/1.0	World Flora Online Consortium	https://creativecommons.org/publicdomain/zero/1.0	CC0 1.0 Universal (CC0 1.0).
wfo-0001031005		Solanum sambiranense	SPECIES	wfo-4000035688	D'Arcy & Rakot.	Solanaceae				Solanum 		sambiranense		sp.		"""D. A. & Rakot., Fl. Madag., Fam. 176: 123. 1994., 1994."""	sol-0001031005		accepted					http://solanaceaesource.org/solanaceae/solanum-sambiranense	Plantae	ICBN	CC0 1.0 Universal (CC0 1.0). https://creativecommons.org/publicdomain/zero/1.0	World Flora Online Consortium	https://creativecommons.org/publicdomain/zero/1.0	CC0 1.0 Universal (CC0 1.0).
wfo-0001031007		Solanum sanchez-vegae	SPECIES	wfo-4000035688	S.Knapp	Solanaceae				Solanum 		sanchez-vegae		sp.		"""S.Knapp, PLoS ONE 5(5): e10502 [5]. 2010., 2010."""	sol-0001031007		accepted					http://solanaceaesource.org/solanaceae/solanum-sanchez-vegae	Plantae	ICBN	CC0 1.0 Universal (CC0 1.0). https://creativecommons.org/publicdomain/zero/1.0	World Flora Online Consortium	https://creativecommons.org/publicdomain/zero/1.0	CC0 1.0 Universal (CC0 1.0).
wfo-0001031036		Solanum santosii	SPECIES	wfo-4000035688	S.Knapp	Solanaceae				Solanum 		santosii		sp.		"""S.Knapp, Bull. Brit. Mus. Nat. Hist. (Bot.) 19: 106. 1989., 1989."""	sol-0001031036		accepted					http://solanaceaesource.org/solanaceae/solanum-santosii	Plantae	ICBN	CC0 1.0 Universal (CC0 1.0). https://creativecommons.org/publicdomain/zero/1.0	World Flora Online Consortium	https://creativecommons.org/publicdomain/zero/1.0	CC0 1.0 Universal (CC0 1.0).
wfo-0001031064		Solanum savanillense	SPECIES	wfo-4000035688	Bitter	Solanaceae				Solanum 		savanillense		sp.		"""Bitter and Bitter, Repert. Spec. Nov. Regni Veg. 12: 66. 1913., 1913."""	sol-0001031064		accepted					http://solanaceaesource.org/solanaceae/solanum-savanillense	Plantae	ICBN	CC0 1.0 Universal (CC0 1.0). https://creativecommons.org/publicdomain/zero/1.0	World Flora Online Consortium	https://creativecommons.org/publicdomain/zero/1.0	CC0 1.0 Universal (CC0 1.0).
wfo-0001031071		Solanum scabrifolium	SPECIES	wfo-4000035688	Ochoa	Solanaceae				Solanum 		scabrifolium		sp.		"""Ochoa, Darwiniana 17: 427. 1972., 1972."""	sol-0001031071		accepted					http://solanaceaesource.org/solanaceae/solanum-scabrifolium	Plantae	ICBN	CC0 1.0 Universal (CC0 1.0). https://creativecommons.org/publicdomain/zero/1.0	World Flora Online Consortium	https://creativecommons.org/publicdomain/zero/1.0	CC0 1.0 Universal (CC0 1.0).
wfo-0001031097		Solanum schenckii	SPECIES	wfo-4000035688	Bitter	Solanaceae				Solanum 		schenckii		sp.		"""Bitter, Repert. Spec. Nov. Regni Veg. 11: 448. 1912., 1912."""	sol-0001031097		accepted					http://solanaceaesource.org/solanaceae/solanum-schenckii	Plantae	ICBN	CC0 1.0 Universal (CC0 1.0). https://creativecommons.org/publicdomain/zero/1.0	World Flora Online Consortium	https://creativecommons.org/publicdomain/zero/1.0	CC0 1.0 Universal (CC0 1.0).
wfo-0001031101		Solanum schimperianum	SPECIES	wfo-4000035688	Hochst. ex A.Rich.	Solanaceae				Solanum 		schimperianum		sp.		"""H.  ex A.Rich., Tent. Fl. Abyss. 2: 98. 1850., 1850."""	sol-0001031101		accepted					http://solanaceaesource.org/solanaceae/solanum-schimperianum	Plantae	ICBN	CC0 1.0 Universal (CC0 1.0). https://creativecommons.org/publicdomain/zero/1.0	World Flora Online Consortium	https://creativecommons.org/publicdomain/zero/1.0	CC0 1.0 Universal (CC0 1.0).
wfo-0001031114		Solanum schlechtendalianum	SPECIES	wfo-4000035688	Walp.	Solanaceae				Solanum 		schlechtendalianum		sp.		"""Walp., Repert. Bot. Syst. (Walpers) 3: 61. 1844., 1844."""	sol-0001031114		accepted					http://solanaceaesource.org/solanaceae/solanum-schlechtendalianum	Plantae	ICBN	CC0 1.0 Universal (CC0 1.0). https://creativecommons.org/publicdomain/zero/1.0	World Flora Online Consortium	https://creativecommons.org/publicdomain/zero/1.0	CC0 1.0 Universal (CC0 1.0).
wfo-0001031116		Solanum schliebenii	SPECIES	wfo-4000035688	Werderm.	Solanaceae				Solanum 		schliebenii		sp.		"""Werderm., Notizbl. Bot. Gart. Berlin-Dahlem 12: 92. 1934., 1934."""	sol-0001031116		accepted					http://solanaceaesource.org/solanaceae/solanum-schliebenii	Plantae	ICBN	CC0 1.0 Universal (CC0 1.0). https://creativecommons.org/publicdomain/zero/1.0	World Flora Online Consortium	https://creativecommons.org/publicdomain/zero/1.0	CC0 1.0 Universal (CC0 1.0).
wfo-0001031128		Solanum schumannianum	SPECIES	wfo-4000035688	Dammer	Solanaceae				Solanum 		schumannianum		sp.		"""Dammer and Dammer, Pflanzenw. Ost-Afrikas C (Engler): 352. 1895., 1895."""	sol-0001031128		accepted					http://solanaceaesource.org/solanaceae/solanum-schumannianum	Plantae	ICBN	CC0 1.0 Universal (CC0 1.0). https://creativecommons.org/publicdomain/zero/1.0	World Flora Online Consortium	https://creativecommons.org/publicdomain/zero/1.0	CC0 1.0 Universal (CC0 1.0).
wfo-0001031135		Solanum sciadostylis	SPECIES	wfo-4000035688	(Sendtn.) Bohs	Solanaceae				Solanum 		sciadostylis		sp.		"""Bohs et al., Taxon 44: 586. 1995., 1995."""	sol-0001031135		accepted					http://solanaceaesource.org/solanaceae/solanum-sciadostylis	Plantae	ICBN	CC0 1.0 Universal (CC0 1.0). https://creativecommons.org/publicdomain/zero/1.0	World Flora Online Consortium	https://creativecommons.org/publicdomain/zero/1.0	CC0 1.0 Universal (CC0 1.0).
wfo-0001031144		Solanum seaforthianum	SPECIES	wfo-4000035688	Andrews	Solanaceae				Solanum 		seaforthianum		sp.		"""Andrews, Bot. Repos. tab. 504. 1808., 1808."""	sol-0001031144		accepted					http://solanaceaesource.org/solanaceae/solanum-seaforthianum	Plantae	ICBN	CC0 1.0 Universal (CC0 1.0). https://creativecommons.org/publicdomain/zero/1.0	World Flora Online Consortium	https://creativecommons.org/publicdomain/zero/1.0	CC0 1.0 Universal (CC0 1.0).
wfo-0001031152		Solanum selachophyllum	SPECIES	wfo-4000035688	Bitter	Solanaceae				Solanum 		selachophyllum		sp.		"""Bitter, Repert. Spec. Nov. Regni Veg. 16: 82. 1919., 1919."""	sol-0001031152		accepted					http://solanaceaesource.org/solanaceae/solanum-selachophyllum	Plantae	ICBN	CC0 1.0 Universal (CC0 1.0). https://creativecommons.org/publicdomain/zero/1.0	World Flora Online Consortium	https://creativecommons.org/publicdomain/zero/1.0	CC0 1.0 Universal (CC0 1.0).
wfo-0001031202		Solanum sessile	SPECIES	wfo-4000035688	Ruiz & Pav.	Solanaceae				Solanum 		sessile		sp.		"""R. & Pav., Fl. Peruv. [Ruiz & Pavon] 2: 35, tab. 167, fig. a. 1799., 1799."""	sol-0001031202		accepted					http://solanaceaesource.org/solanaceae/solanum-sessile	Plantae	ICBN	CC0 1.0 Universal (CC0 1.0). https://creativecommons.org/publicdomain/zero/1.0	World Flora Online Consortium	https://creativecommons.org/publicdomain/zero/1.0	CC0 1.0 Universal (CC0 1.0).
wfo-0001031207		Solanum setaceum	SPECIES	wfo-4000035688	Dammer	Solanaceae				Solanum 		setaceum		sp.		"""Dammer, Pflanzenw. Ost-Afrikas C (Engler): 33. 1895., 1895."""	sol-0001031207		accepted					http://solanaceaesource.org/solanaceae/solanum-setaceum	Plantae	ICBN	CC0 1.0 Universal (CC0 1.0). https://creativecommons.org/publicdomain/zero/1.0	World Flora Online Consortium	https://creativecommons.org/publicdomain/zero/1.0	CC0 1.0 Universal (CC0 1.0).
wfo-0001031218		Solanum sibundoyense	SPECIES	wfo-4000035688	(Bohs) Bohs	Solanaceae				Solanum 		sibundoyense		sp.		"""Bohs et al., Taxon 44: 586. 1995., 1995."""	sol-0001031218		accepted					http://solanaceaesource.org/solanaceae/solanum-sibundoyense	Plantae	ICBN	CC0 1.0 Universal (CC0 1.0). https://creativecommons.org/publicdomain/zero/1.0	World Flora Online Consortium	https://creativecommons.org/publicdomain/zero/1.0	CC0 1.0 Universal (CC0 1.0).
wfo-0001031225		Solanum sieberi	SPECIES	wfo-4000035688	Van Heurck & M?ll.Arg.	Solanaceae				Solanum 		sieberi		sp.		"""V. H. & M?ll.Arg., Observ. Bot.  56. 1870., 1870."""	sol-0001031225		accepted					http://solanaceaesource.org/solanaceae/solanum-sieberi	Plantae	ICBN	CC0 1.0 Universal (CC0 1.0). https://creativecommons.org/publicdomain/zero/1.0	World Flora Online Consortium	https://creativecommons.org/publicdomain/zero/1.0	CC0 1.0 Universal (CC0 1.0).
wfo-0001031231		Solanum simile	SPECIES	wfo-4000035688	F.Muell.	Solanaceae				Solanum 		simile		sp.		"""F.Muell., Trans. Phil. Soc. Vict. 1: 18-19. 1855., 1855."""	sol-0001031231		accepted					http://solanaceaesource.org/solanaceae/solanum-simile	Plantae	ICBN	CC0 1.0 Universal (CC0 1.0). https://creativecommons.org/publicdomain/zero/1.0	World Flora Online Consortium	https://creativecommons.org/publicdomain/zero/1.0	CC0 1.0 Universal (CC0 1.0).
wfo-0001031252		Solanum simplicissimum	SPECIES	wfo-4000035688	Ochoa	Solanaceae				Solanum 		simplicissimum		sp.		"""Ochoa, Rev. Acad. Colomb. Ci. Exact. 17(65):321. 1989., 1989."""	sol-0001031252		accepted					http://solanaceaesource.org/solanaceae/solanum-simplicissimum	Plantae	ICBN	CC0 1.0 Universal (CC0 1.0). https://creativecommons.org/publicdomain/zero/1.0	World Flora Online Consortium	https://creativecommons.org/publicdomain/zero/1.0	CC0 1.0 Universal (CC0 1.0).
wfo-0001031257		Solanum sinuatiexcisum	SPECIES	wfo-4000035688	Bitter	Solanaceae				Solanum 		sinuatiexcisum		sp.		"""Bitter and Bitter, Repert. Spec. Nov. Regni Veg. 10: 558. 1912., 1912."""	sol-0001031257		accepted					http://solanaceaesource.org/solanaceae/solanum-sinuatiexcisum	Plantae	ICBN	CC0 1.0 Universal (CC0 1.0). https://creativecommons.org/publicdomain/zero/1.0	World Flora Online Consortium	https://creativecommons.org/publicdomain/zero/1.0	CC0 1.0 Universal (CC0 1.0).
wfo-0001031270		Solanum sisymbriifolium	SPECIES	wfo-4000035688	Lam.	Solanaceae				Solanum 		sisymbriifolium		sp.		"""Lam. and Lam., Tabl. Encycl. 2: 25. 1794., 1794."""	sol-0001031270		accepted					http://solanaceaesource.org/solanaceae/solanum-sisymbriifolium	Plantae	ICBN	CC0 1.0 Universal (CC0 1.0). https://creativecommons.org/publicdomain/zero/1.0	World Flora Online Consortium	https://creativecommons.org/publicdomain/zero/1.0	CC0 1.0 Universal (CC0 1.0).
wfo-0001031283		Solanum sitiens	SPECIES	wfo-4000035688	I.M.Johnst.	Solanaceae				Solanum 		sitiens		sp.		"""I.M.Johnst., Rev. Chil. Hist. Nat. 33: 25. 1929., 1929."""	sol-0001031283		accepted					http://solanaceaesource.org/solanaceae/solanum-sitiens	Plantae	ICBN	CC0 1.0 Universal (CC0 1.0). https://creativecommons.org/publicdomain/zero/1.0	World Flora Online Consortium	https://creativecommons.org/publicdomain/zero/1.0	CC0 1.0 Universal (CC0 1.0).
wfo-0001031287		Solanum smithii	SPECIES	wfo-4000035688	S.Knapp	Solanaceae				Solanum 		smithii		sp.		"""S.Knapp, Novon 2: 346, fig. 6. 1992., 1992."""	sol-0001031287		accepted					http://solanaceaesource.org/solanaceae/solanum-smithii	Plantae	ICBN	CC0 1.0 Universal (CC0 1.0). https://creativecommons.org/publicdomain/zero/1.0	World Flora Online Consortium	https://creativecommons.org/publicdomain/zero/1.0	CC0 1.0 Universal (CC0 1.0).
wfo-0001031300		Solanum sodomeodes	SPECIES	wfo-4000035688	Kuntze	Solanaceae				Solanum 		sodomeodes		sp.		"""Kuntze, Revis. Gen. Pl. 3(3): 227. 1898., 1898."""	sol-0001031300		accepted					http://solanaceaesource.org/solanaceae/solanum-sodomeodes	Plantae	ICBN	CC0 1.0 Universal (CC0 1.0). https://creativecommons.org/publicdomain/zero/1.0	World Flora Online Consortium	https://creativecommons.org/publicdomain/zero/1.0	CC0 1.0 Universal (CC0 1.0).
wfo-0001031310		Solanum sogarandinum	SPECIES	wfo-4000035688	Ochoa	Solanaceae				Solanum 		sogarandinum		sp.		"""Ochoa, Agronom?a (Lima) 19(79-80): 168. 1954., 1954."""	sol-0001031310		accepted					http://solanaceaesource.org/solanaceae/solanum-sogarandinum	Plantae	ICBN	CC0 1.0 Universal (CC0 1.0). https://creativecommons.org/publicdomain/zero/1.0	World Flora Online Consortium	https://creativecommons.org/publicdomain/zero/1.0	CC0 1.0 Universal (CC0 1.0).
